10021873,1759,27.9206349206,41.2698412698,10.0733333333,0.0,7.56413650617,0,4,3870,10.6744444444,13.3333333333,0.0,200,9.87060864198,33.8271604938,4,66.1728395062,63,20,0.3175,3.1500,3,0.75,0,9.33395061728,60.2027777778,10.8518518519,12.5333333333,7,1,0.25,152,0.302469135802,170,0,0.0190114068441,0.0,38.7407407407,11.1111111111,20.7407407407,313,50,184,23.244,40.663,0.0,494,60.987654321,0.000000,11,4.09090909091,35.5555555556,0.493827160494,0.0,0.0,0,0.0,0.894117647059,0,0.0,0,0.0,58.7301587302,4,181.25,0.75,22.2222222222,0.0,0.0,4.44444444444,11.1111111111,0.0,45,18.0,33.3333333333,0,1,69,5.22766,11.4852813742,41.1111111111,3,124.666666667,0.0,0,37.4311,1229,0,36,2.71604938272,0,0.123456790123,810,4.77777777778,1.51728395062,yes
1002249,2662,115.739130435,0.0,5.72232067511,0.0,9.5843557173,0,4,690,7.64367088608,11.3924050633,0.0,92,8.68678185654,27.8481012658,2,72.1518987342,23,16,0.6957,1.4375,0,0.0,0,5.82601265823,76.7442510549,9.17721518987,9.82362869198,1,0,0.0,4,0.417721518987,7,0,0.0774193548387,0.134078212291,29.6223628692,8.33333333333,16.4556962025,0,30,40.0147,23.244,57.6413375527,0.0,114,72.1518987342,0.000000,3,4.0,41.6666666667,0.0,0.0,0.0,0,0.0,0.571428571429,0,0.0,1,0.0,100.0,1,0.0,0.0,0.0,0.0,0.0,33.3333333333,33.3333333333,0.0,12,13.1666666667,75.0,0,1,2.28566,5.22766,9.7082039325,51.2658227848,0,26.8464,0,0,37.4311,218,0,14,5.06329113924,0,0.0,158,4.36708860759,1.37974683544,yes
10030270,1758,47.5135135135,8.10810810811,9.45268656716,0.0,7.73215721493,0,5,344,12.2023880597,16.4179104478,0.0,426,10.4286026866,38.8059701493,8,61.1940298507,37,14,0.3784,2.6429,3,1.5,0,10.0658507463,46.762358209,11.9402985075,11.9271641791,2,0,0.0,3,0.55223880597,4,0,0.149253731343,0.0,41.7582089552,20.0,28.3582089552,0,30,40.0147,23.244,42.7763014925,0.0,36,53.7313432836,0.000000,1,5.0,20.0,0.0,0.0,0.0,0,0.0,0.75,2,1.0,1,0.0298507462687,91.8918918919,2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5,13.4,60.0,0,1,2.28566,5.22766,11.1240384046,38.8059701493,0,26.8464,0,0,37.4311,116,0,15,2.98507462687,0,1.49253731343,67,5.13432835821,1.73134328358,yes
10066438,1756,26.2089552239,43.2835820896,7.54483146067,0.0,8.70635259101,0,4,2276,7.61880149813,9.92509363296,0.0,129,8.80692681648,27.1535580524,6,72.8464419476,67,25,0.3731,2.6800,1,0.5,0,7.0190411985,76.4432808989,10.7584269663,11.0900374532,2,0,0.0,2,0.340823970037,5,0,0.0170777988615,7.81146,34.2794007491,13.3333333333,16.4794007491,456,42,40.0147,23.244,50.735458427,0.0,329,61.6104868914,0.000000,4,7.5,36.6666666667,0.187265917603,0.0,0.0,0,0.0,0.4,1,0.5,1,0.00189753320683,56.7164179104,2,228.0,0.0,13.3333333333,3.33333333333,0.0,6.66666666667,40.0,0.0,30,17.8,40.0,0,1,2.28566,5.22766,10.2801098893,50.0,0,26.8464,0,0,37.4311,709,0,14,4.30711610487,0,1.12359550562,534,4.26217228464,1.32771535581,yes
10069248,1756,8.73631840796,28.855721393,10.0936024662,0.0,6.59267892249,0,6,2386,9.53118320611,12.4045801527,0.0,0,10.4820467998,37.0229007634,6,62.9770992366,201,66,0.3284,3.0455,9,1.5,0,8.9341221374,66.9055637111,11.5267175573,13.0233705226,6,0,0.0,37,0.44465648855,72,2,0.129411764706,0.0413533834586,39.4286553142,19.2307692308,19.2748091603,166,63,40.0147,23.244,40.7520780975,0.0,296,56.4885496183,0.000000,12,2.16666666667,30.7692307692,1.3358778626,0.0,0.0,0,0.0,0.513888888889,6,1.0,1,0.0117647058824,71.144278607,6,79.6666666667,0.0,3.84615384615,0.0,0.0,38.4615384615,23.0769230769,0.0,26,20.1538461538,34.6153846154,0,1,2.28566,5.22766,11.6602540378,37.4045801527,0,26.8464,0,0,37.4311,740,0,42,2.29007633588,0,0.954198473282,524,4.5534351145,1.41221374046,yes
10071372,1756,40.8372093023,27.9069767442,12.7765260546,0.0,4.85903255389,0,3,2701,15.3411434511,31.8087318087,0.0,200,12.8755802495,53.6382536383,3,46.3617463617,43,18,0.4186,2.3889,25,5.0,0,13.5951780565,25.227916974,14.4178794179,18.9299443364,5,0,0.0,24,0.39501039501,27,2,0.0783898305085,0.264830508475,54.8092683254,19.3548387097,39.2931392931,86,48,40.0147,23.244,29.6817890819,0.2079002079,179,37.2141372141,0.000001,10,3.1,19.3548387097,0.831600831601,0.0,0.0,0,0.0,0.888888888889,7,1.4,1,0.0148305084746,72.0930232558,5,21.4,0.0,9.67741935484,0.0,0.0,9.67741935484,9.67741935484,0.0,31,15.5161290323,54.8387096774,0,1,2.28566,5.22766,15.1681763683,38.8773388773,0,26.8464,0,0,37.4311,943,0,22,2.2869022869,0,1.0395010395,481,5.61538461538,1.9604989605,yes
10083145,1755,42.8048780488,31.7073170732,14.2385741047,0.0,4.53648409245,0,7,5963,14.1929069767,24.4186046512,0.0,365,12.3094339859,48.3005366726,5,51.6994633274,41,15,0.3659,2.7333,12,1.5,0,13.4081699126,36.504030614,13.7343470483,18.2051777095,14,0,0.0,9,0.366726296959,21,1,0.027149321267,0.297966963151,56.4252877443,24.5283018868,35.3309481216,384,87,0,23.244,24.2886424208,0.626118067979,467,41.771019678,0.000000,18,2.94444444444,30.1886792453,0.805008944544,0.0,0.0,0,0.0,0.428571428571,15,1.07142857143,1,0.0135746606335,68.2926829268,8,123.5,0.75,3.77358490566,0.0,0.0,9.43396226415,26.4150943396,3.77358490566,53,21.0943396226,43.3962264151,0,1,0,5.22766,15.4309413114,38.9982110912,6,0.0,0.0,0,37.4311,1968,0,17,2.50447227191,0,0.715563506261,1118,5.33363148479,1.7602862254,yes
10095797,1755,40.8139534884,20.9302325581,10.4075316456,0.0,7.76352674177,0,4,803,12.2358860759,10.1265822785,0.0,39,10.0166356962,35.4430379747,7,64.5569620253,43,19,0.4419,2.2632,9,9.0,0,8.86946835443,59.6144556962,11.7405063291,10.3706329114,1,0,0.0,5,0.360759493671,36,0,0.206451612903,7.81146,41.7493670886,0.0,25.9493670886,0,27,40.0147,23.244,39.1560227848,0.0,87,55.0632911392,0.000000,2,5.0,50.0,0.0,0.0,0.0,0,0.0,0.138888888889,12,12.0,1,0.0774193548387,79.0697674419,1,0.0,0.0,30.0,0.0,0.0,0.0,20.0,10.0,10,15.8,60.0,0,1,2.28566,5.22766,9.92820323028,43.0379746835,0,26.8464,0,0,37.4311,245,0,32,5.69620253165,0,0.0,158,5.08227848101,1.55063291139,yes
10096125,1755,15.3947368421,22.8070175439,11.3972593364,0.0,6.46422386684,0,7,2512,11.3096324952,16.0541586074,0.0,79,10.6394693796,38.1044487427,13,61.8955512573,114,28,0.2456,4.0714,17,4.25,0,11.42844294,48.5430244755,11.7601547389,14.3755095968,4,0,0.0,4,0.419729206963,31,0,0.102362204724,7.81146,44.6428358875,19.2307692308,24.7582205029,167,43,40.0147,23.244,35.5294927838,0.0,284,54.9323017408,0.000000,12,2.16666666667,34.6153846154,0.386847195358,0.0,0.0,1,3.84615384615,0.129032258065,22,5.5,1,0.0433070866142,77.1929824561,4,121.75,0.0,11.5384615385,0.0,0.0,15.3846153846,15.3846153846,3.84615384615,26,19.8846153846,46.1538461538,0,1,2.28566,5.22766,12.7861754925,44.4874274662,0,26.8464,0,0,37.4311,844,0,30,2.90135396518,0,0.967117988395,517,4.85880077369,1.63249516441,yes
1014467,2658,110.75,29.1666666667,12.585465368,0.0,5.65396172554,0,4,1553,12.4375649351,16.2337662338,0.0,153,11.3195637229,42.2077922078,1,57.7922077922,24,16,0.6667,1.5000,1,0.5,0,12.1868311688,44.2611991342,11.4285714286,14.7068398268,2,0,0.0,2,0.402597402597,18,2,0.0786885245902,0.0729483282675,46.1826839827,33.3333333333,25.6493506494,0,43,40.0147,23.244,30.8399645022,1.2987012987,176,57.1428571429,0.000000,6,2.5,26.6666666667,0.649350649351,0.0,0.0,0,0.0,0.111111111111,0,0.0,1,0.0,70.8333333333,2,0.0,0.0,33.3333333333,0.0,0.0,20.0,13.3333333333,0.0,15,20.5333333333,26.6666666667,0,1,2.28566,5.22766,13.0,38.961038961,0,26.8464,0,0,37.4311,516,0,13,2.5974025974,0,0.974025974026,308,5.04220779221,1.67532467532,yes
